Riding	Date	Candidate	Party	Votes	Elected
Waitakere	11/26/1960	Wilkinson JH	NAT	6971	0
Waitakere	11/26/1960	Robertson KED	SC	1239	0
Waitakere	11/26/1960	Wilcox VG	C	201	0
Waitakere	11/30/1963	Finlay AM	LAB	8751	1
Waitakere	11/30/1963	Nash HA	NAT	5856	0
Waitakere	11/30/1963	Sutherland GE	SC	1079	0
Waitakere	11/30/1963	Warden AC	LIB	216	0
Waitakere	11/30/1963	Wilcox VG	C	144	0
Waitakere	11/26/1966	Finlay AM	LAB	9256	1
Waitakere	11/26/1966	Wilkinson PI	NAT	5443	0
Waitakere	11/26/1966	Robertson KED	SC	2968	0
Waitakere	11/25/1978	Maxwell RK	LAB	8612	1
Waitakere	11/25/1978	Haresnape WRMcD	NAT	6596	0
Waitakere	11/25/1978	Wojcik Mrs P	SC	3731	0
Waitakere	11/25/1978	Gauntlett MCF	V	452	0
Waitakere	11/25/1978	Jones BA	WL	174	0
Waitakere	11/28/1981	Maxwell RK	LAB	8996	1
Waitakere	11/28/1981	Gummer MR	NAT	6113	0
Waitakere	11/28/1981	Wojcik Mrs P	SC	5935	0
Waitakere	7/14/1984	Maxwell RK	LAB	9926	1
Waitakere	7/14/1984	McIntosh JC	NAT	5452	0
Waitakere	7/14/1984	Marshall Mrs M	NZP	3224	0
Waitakere	7/14/1984	Wojcik Mrs P	SC	1872	0
Waitakere	7/14/1984	Holloway DL	I	85	0
Waitaki	11/30/1957	Hayman TL	NAT	7942	1
Waitaki	11/30/1957	Braddick AG	LAB	6324	0
Waitaki	11/30/1957	Hayes MJ	SC	990	0
Waitaki	11/26/1960	Hayman TL	NAT	8492	1
Waitaki	11/26/1960	McKay LJ	LAB	6520	0
Waitaki	11/26/1960	Barwood AW	SC	1358	0
Waitaki	3/10/1962	Dick AD	NAT	6359	1
Waitaki	3/10/1962	Arthur Sir Basil	LAB	5957	0
Waitaki	3/10/1962	Barwood AW	SC	1664	0
Waitaki	11/30/1963	Dick AD	NAT	8505	1
Waitaki	11/30/1963	Lysaght KS	LAB	6486	0
Waitaki	11/30/1963	Julius WJ	SC	1184	0
Waitaki	11/26/1966	Dick AD	NAT	7574	1
Waitaki	11/26/1966	Rodger SJ	LAB	5585	0
Waitaki	11/26/1966	Milmine BR	SC	2489	0
Waitaki	11/25/1978	Elworthy JH	NAT	8375	1
Waitaki	11/25/1978	Laney WR	LAB	7060	0
Waitaki	11/25/1978	Stevens SR	SC	3841	0
Waitaki	11/25/1978	Roger IB	V	237	0
Waitaki	11/28/1981	Elworthy JH	NAT	8463	1
Waitaki	11/28/1981	Sutton JR	LAB	8158	0
Waitaki	11/28/1981	Gould PN	SC	2670	0
Waitaki	7/14/1984	Sutton JR	LAB	8710	1
Waitaki	7/14/1984	Elworthy JH	NAT	8149	0
Waitaki	7/14/1984	Wootton DW	NZP	1817	0
Waitaki	7/14/1984	Gould PN	SC	637	0
Waitaki	8/15/1987	Sutton JR	LAB	10188	1
Waitaki	8/15/1987	Taylor DW	NAT	10099	0
Waitaki	8/15/1987	Wood DA	DEM	702	0
Waitaki	8/15/1987	Holden DJ	W	99	0
Waitemata	11/13/1954	King NJ	LAB	7234	1
Waitemata	11/13/1954	Morrison H	NAT	6847	0
Waitemata	11/13/1954	Jordan BA	SC	1463	0
Waitemata	11/30/1957	King NJ	LAB	8771	1
Waitemata	11/30/1957	Muldoon RD	NAT	6580	0
Waitemata	11/30/1957	Jordan BA	SC	1036	0
Waitemata	11/26/1960	King NJ	LAB	9241	1
Waitemata	11/26/1960	Firth JR	NAT	7992	0
Waitemata	11/26/1960	Jordan BA	SC	1174	0
Waitemata	11/26/1960	McLeod HJ	C	139	0
Waitemata	11/30/1963	King NJ	LAB	9686	1
Waitemata	11/30/1963	Pugh AGE	NAT	6767	0
Waitemata	11/30/1963	Jordan BA	SC	954	0
Waitemata	11/30/1963	Holmes BJ	C	164	0
Waitemata	11/26/1966	King NJ	LAB	11624	1
Waitemata	11/26/1966	Power TJ	NAT	7792	0
Waitemata	11/26/1966	Richards JF	SC	2476	0
Waitemata	11/29/1969	Gill TF	NAT	8804	1
Waitemata	11/29/1969	Bassett MER	LAB	7752	0
Waitemata	11/29/1969	Davidson AG	SC	1475	0
Waitemata	11/25/1972	Bassett MER	LAB	8083	1
Waitemata	11/25/1972	La Varis RJ	NAT	5539	0
Waitemata	11/25/1972	McCormick GL	SC	1203	0
Waitemata	11/25/1972	Neill JR	ND	106	0
Waitemata	11/25/1972	Hannaford RJ	LR	65	0
Waitemata	11/29/1975	Jones DMJ	NAT	8965	1
Waitemata	11/29/1975	Bassett MER	LAB	7580	0
Waitemata	11/29/1975	McCormick GL	SC	1460	0
Waitemata	11/29/1975	Covacich SP	V	1046	0
Waitemata	11/29/1975	Bree GE	I	44	0
Waitomo	11/27/1946	Broadfoot WJ	NAT	8440	1
Waitomo	11/27/1946	Goldsmith AG	LAB	4489	0
Waitomo	11/30/1949	Broadfoot WJ	NAT	9026	1
Waitomo	11/30/1949	Kitts FJ	LAB	3947	0
Waitomo	9/1/1951	Broadfoot WJ	NAT	8792	1
Waitomo	9/1/1951	Dwyer J	LAB	3506	0
Waitomo	11/13/1954	Seath DC	NAT	5558	1
Waitomo	11/13/1954	Haines VC	LAB	4078	0
Waitomo	11/13/1954	Mullins TG	SC	1536	0
Waitomo	11/30/1957	Seath DC	NAT	7042	1
Waitomo	11/30/1957	Haines VC	LAB	4568	0
Waitomo	11/30/1957	Mason TWH	SC	1482	0
Waitomo	11/26/1960	Seath DC	NAT	7494	1
Waitomo	11/26/1960	McLaren DB	LAB	3543	0
Waitomo	11/26/1960	Mason TWH	SC	1623	0
Waitomo	11/30/1963	Seath DC	NAT	7781	1
Waitomo	11/30/1963	Brown HC	LAB	3126	0
Waitomo	11/30/1963	Barber JR	SC	1301	0
Waitomo	11/30/1963	Stratford NH	LIB	862	0
Waitomo	11/26/1966	Seath DC	NAT	7167	1
Waitomo	11/26/1966	Ingram AJ	LAB	2725	0
Waitomo	11/26/1966	Barber JR	SC	2689	0
Waitomo	11/29/1969	Seath DC	NAT	8767	1
Waitomo	11/29/1969	Shewan NRD	LAB	3093	0
Waitomo	11/29/1969	Pemberton RF	SC	2202	0
Waitomo	11/29/1969	Telfer SJ	CP	759	0
Waitotara	11/25/1978	Young VS	NAT	9133	1
Waitotara	11/25/1978	Charteris Mrs EH	SC	5024	0
Waitotara	11/25/1978	Gordon Mrs PMEJ	LAB	4726	0
Waitotara	11/25/1978	Ferguson AJ	V	291	0
Waitotara	11/28/1981	Young VS	NAT	9316	1
Waitotara	11/28/1981	Gray SK	SC	6532	0
Waitotara	11/28/1981	Ferrie JR	LAB	3615	0
Waitotara	11/28/1981	Fairweather AG	V	208	0
Waitotara	7/14/1984	Young VS	NAT	8956	1
Waitotara	7/14/1984	Perry SC	SC	5642	0
Waitotara	7/14/1984	Nicholls Mrs H	LAB	3554	0
Waitotara	7/14/1984	Carlsen Mrs JA	NZP	1196	0
Waitotara	7/14/1984	Wright Mrs WK	V	79	0
Waitotara	8/15/1987	Young VS	NAT	10065	1
Waitotara	8/15/1987	Stewart Ms RF	LAB	4116	0
Waitotara	8/15/1987	Perry SC	DEM	3809	0
Wallace	11/27/1946	MacDonald TL	NAT	8068	1
Wallace	11/27/1946	Munro DJ	LAB	4352	0
Wallace	11/27/1946	Murrell LA	I	95	0
Wallace	11/30/1949	MacDonald TL	NAT	8379	1
Wallace	11/30/1949	Freeman HV	LAB	3868	0
Wallace	9/1/1951	MacDonald TL	NAT	8515	1
Wallace	9/1/1951	Cleary JW	LAB	3455	0
Wallace	11/13/1954	MacDonald TL	NAT	7405	1
Wallace	11/13/1954	Cleary JW	LAB	2939	0
Wallace	11/13/1954	Shaw SA	SC	1557	0
Wallace	11/30/1957	Talboys BE	NAT	8266	1
Wallace	11/30/1957	Reid JS	LAB	3947	0
Wallace	11/30/1957	Stack JP	SC	919	0
Wallace	11/26/1960	Talboys BE	NAT	8786	1
Wallace	11/26/1960	Harris Mrs E	LAB	3050	0
Wallace	11/26/1960	Stack JP	SC	990	0
Wallace	11/30/1963	Talboys BE	NAT	9013	1
Wallace	11/30/1963	Reid JS	LAB	3273	0
Wallace	11/30/1963	Williams FJ	SC	1088	0
Wallace	11/30/1963	Stevens VD	LIB	828	0
Wallace	11/26/1966	Talboys BE	NAT	7841	1
Wallace	11/26/1966	Begg AW	LAB	3876	0
Wallace	11/26/1966	Williams FJ	SC	2870	0
Wallace	11/29/1969	Talboys BE	NAT	7646	1
Wallace	11/29/1969	Robson J	LAB	3115	0
Wallace	11/29/1969	Williams FJ	SC	2040	0
Wallace	11/29/1969	Egerton RJ	CP	714	0
Wallace	11/25/1972	Talboys BE	NAT	7640	1
Wallace	11/25/1972	Lamont ID	LAB	4736	0
Wallace	11/25/1972	Williams FJ	SC	1382	0
Wallace	11/25/1972	McDonald AGJ	LR	796	0
Wallace	11/25/1972	Lumsden Mrs IC	ND	80	0
Wallace	11/29/1975	Talboys BE	NAT	10433	1
Wallace	11/29/1975	Lamont ID	LAB	3455	0
Wallace	11/29/1975	Horton OW	SC	1792	0
Wallace	11/29/1975	Veitch JS	V	484	0
Wallace	11/25/1978	Talboys BE	NAT	9253	1
Wallace	11/25/1978	Thomson JA	LAB	3929	0
Wallace	11/25/1978	Horton OW	SC	3147	0
Wallace	11/25/1978	Slee Miss JF	AN I	2199	0
Wallace	11/25/1978	Henderson Mrs CE	V	176	0
Wallace	11/28/1981	Angus DA	NAT	10065	1
Wallace	11/28/1981	Horton OW	SC	3507	0
Wallace	11/28/1981	Dix EG	LAB	3143	0
Wallace	11/28/1981	Begcr AW	I	2585	0
Wallace	7/14/1984	Angus DA	NAT	10034	1
Wallace	7/14/1984	Fisher CJ	LAB	4371	0
Wallace	7/14/1984	Phillips KJ	NZP	3270	0
Wallace	7/14/1984	Hicks JT	SC	1234	0
Wallace	8/15/1987	Angus DA	NAT	12323	1
Wallace	8/15/1987	Julian BO	LAB	4729	0
Wallace	8/15/1987	Radich MJ	DEM	1038	0
Wallace	8/15/1987	Smith Ms CL	I	327	0
Wanganui	11/27/1946	Cotterill JBF	LAB	7833	1
Wanganui	11/27/1946	Merewether EW	NAT	5899	0
Wanganui	11/30/1949	Cotterill JBF	LAB	7336	1
Wanganui	11/30/1949	OÍKeefe EV	NAT	6317	0
Wanganui	9/1/1951	Cotterill JBF	LAB	6779	1
Wanganui	9/1/1951	O'Keefe EV	NAT	6553	0
Wanganui	11/13/1954	Cotterill JBF	LAB	5115	1
Wanganui	11/13/1954	Rumbold JS	NAT	4810	0
Wanganui	11/13/1954	Marks ROC	SC	3554	0
Wanganui	11/30/1957	Cotterill JBF	LAB	6550	1
Wanganui	11/30/1957	MacLean Mrs AK	NAT	5131	0
Wanganui	11/30/1957	Marks ROC	SC	3378	0
Wanganui	11/26/1960	Spooner GA	LAB	6071	1
Wanganui	11/26/1960	Crotty EJ	NAT	5911	0
Wanganui	11/26/1960	Marks ROC	SC	3132	0
Wanganui	11/30/1963	Spooner GA	LAB	7430	1
Wanganui	11/30/1963	Grace JTH	NAT	6033	0
Wanganui	11/30/1963	Dempsey PJ	SC	2593	0
Wanganui	11/26/1966	Spooner GA	LAB	6499	1
Wanganui	11/26/1966	Grace JTH	NAT	5591	0
Wanganui	11/26/1966	Dempsey PJ	SC	3206	0
Wanganui	11/26/1966	Turnery DG	CD	233	0
Wanganui	11/29/1969	Tolhurst WG	NAT	8233	1
Wanganui	11/29/1969	Spooner GA	LAB	7274	0
Wanganui	11/29/1969	Humphreys JS	SC	1557	0
Wanganui	11/29/1969	Lewis Mrs DM	I	40	0
Wanganui	11/29/1969	Sullivan TL	I	32	0
Wanganui	11/25/1972	Marshall CR	LAB	9987	1
Wanganui	11/25/1972	Tolhurst WG	NAT	7108	0
Wanganui	11/25/1972	Humphreys JS	SC	1168	0
Wanganui	11/25/1972	Dowdle RA	ND	53	0
Wanganui	11/25/1972	Sullivan TL	I	50	0
Wanganui	11/29/1975	Marshall CR	LAB	9313	1
Wanganui	11/29/1975	Rowan JG	NAT	8069	0
Wanganui	11/29/1975	Marks OR	SC	1937	0
Wanganui	11/29/1975	Angus RJ	V	541	0
Wanganui	11/29/1975	Fouhy TC	Cl	100	0
Wanganui	11/29/1975	Sullivan TL	I	16	0
Wanganui	11/25/1978	Marshall CR	LAB	9703	1
Wanganui	11/25/1978	Rowan JG	NAT	6601	0
Wanganui	11/25/1978	Marks OR	SC	3956	0
Wanganui	11/25/1978	Holmes RW	V	449	0
Wanganui	11/25/1978	Sullivan TL	I	34	0
Wanganui	11/28/1981	Marshall CR	LAB	8572	1
Wanganui	11/28/1981	Heffernan TM	SC	6904	0
Wanganui	11/28/1981	Tolhurst Mrs J	NAT	5719	0
Wanganui	7/14/1984	Marshall CR	LAB	10391	1
Wanganui	7/14/1984	Heffernan TM	SC	6473	0
Wanganui	7/14/1984	Westwood Mrs SM	NAT	4579	0
Wanganui	7/14/1984	Harrex ID	NZP	751	0
Wanganui	7/14/1984	Sullivan TL	I	47	0
Wanganui	8/15/1987	Marshall CR	LAB	7548	1
Wanganui	8/15/1987	Heffernan TM	DEM	7300	0
Wanganui	8/15/1987	Anderson AR	NAT	6089	0
Wellington Central	11/27/1946	Chapman CH	LAB	6201	1
Wellington Central	11/27/1946	Weston Mrs AL	NAT	4521	0
Wellington Central	11/30/1949	Chapman CH	LAB	5078	1
Wellington Central	11/30/1949	Appleton W	NAT	4503	0
Wellington Central	9/1/1951	Chapman CH	LAB	4463	1
Wellington Central	9/1/1951	Burns Mrs BS	NAT	4186	0
Wellington Central	11/13/1954	Kitts FJ	LAB	7752	1
Wellington Central	11/13/1954	Highet DA	NAT	7125	0
Wellington Central	11/13/1954	Elliott EB	SC	795	0
Wellington Central	11/30/1957	Kitts FJ	LAB	8980	1
Wellington Central	11/30/1957	Wall MH	NAT	7295	0
Wellington Central	11/30/1957	Norris AH	SC	699	0
Wellington Central	11/26/1960	Riddiford DJ	NAT	7373	1
Wellington Central	11/26/1960	Kitts FJ	LAB	6992	0
Wellington Central	11/26/1960	Norris AH	SC	526	0
Wellington Central	11/26/1960	Stanton KSC	C	127	0
Wellington Central	11/30/1963	Riddiford DJ	NAT	8852	1
Wellington Central	11/30/1963	Kitts FJ	LAB	7344	0
Wellington Central	11/30/1963	Grooby DT	SC	409	0
Wellington Central	11/30/1963	Stanton KSC	C	111	0
Wellington Central	11/30/1963	Trewby H	I	92	0
Wellington Central	11/26/1966	Riddiford DJ	NAT	7927	1
Wellington Central	11/26/1966	O'Regan R	LAB	6214	0
Wellington Central	11/26/1966	Healy GW	SC	799	0
Wellington Central	11/26/1966	Hughes HJ	D	185	0
Wellington Central	11/29/1969	Riddiford DJ	NAT	8467	1
Wellington Central	11/29/1969	Smuts-KennedyMrsOE	LAB	6267	0
Wellington Central	11/29/1969	Healy GW	SC	842	0
Wellington Central	11/29/1969	Mitchell MC	I	489	0
Wellington Central	11/29/1969	Low HJG	I	264	0
Wellington Central	11/29/1969	Fyson F	SAL	76	0
Wellington Central	11/25/1972	Comber KM	NAT	8088	1
Wellington Central	11/25/1972	Shand DA	LAB	8061	0
Wellington Central	11/25/1972	Overend RNS	V	1232	0
Wellington Central	11/25/1972	Hill WR	SC	455	0
Wellington Central	11/25/1972	Mitchell DK	ND	97	0
Wellington Central	11/25/1972	Brown KA	I	87	0
Wellington Central	11/29/1975	Comber KM	NAT	9553	1
Wellington Central	11/29/1975	Shand DA	LAB	8477	0
Wellington Central	11/29/1975	Kelly DL	V	1326	0
Wellington Central	11/29/1975	England RW	SC	467	0
Wellington Central	11/29/1975	Mitchell DK	PK	13	0
Wellington Central	11/25/1978	Comber KM	NAT	9741	1
Wellington Central	11/25/1978	Pickering NG	LAB	8825	0
Wellington Central	11/25/1978	England RW	SC	1893	0
Wellington Central	11/25/1978	Roper Mrs KW	V	1217	0
Wellington Central	11/25/1978	Robinson MG	T	51	0
Wellington Central	11/25/1978	Mitchell DK	PK	29	0
Wellington Central	11/28/1981	Wilde Ms FH	LAB	10719	1
Wellington Central	11/28/1981	Comber KM	NAT	9436	0
Wellington Central	11/28/1981	Rose DWC	SC	1898	0
Wellington Central	11/28/1981	Manson WRA	PRep	91	0
Wellington Central	11/28/1981	Catford AE	W	76	0
Wellington Central	11/28/1981	Stuart JF	SI	43	0
Wellington Central	7/14/1984	Wilde Ms FH	LAB	11579	1
Wellington Central	7/14/1984	Young Rouse Mrs RA	NAT	7463	0
Wellington Central	7/14/1984	Feast JE	NZP	4501	0
Wellington Central	7/14/1984	Belchamber M	SC	314	0
Wellington Central	7/14/1984	Catford AE	W	76	0
Wellington Central	7/14/1984	Matthews DS	I	51	0
Wellington Central	8/15/1987	Wilde Ms FH	LAB	13064	1
Wellington Central	8/15/1987	Feast JE	NAT	7873	0
Wellington Central	8/15/1987	Binney Ms MD	DEM	398	0
Wellington Central	8/15/1987	Servian MA	MS	160	0
Wellington Central	8/15/1987	Catford AE	W	84	0
West Auckland	7/14/1984	Elder JA	LAB	10369	1
West Auckland	7/14/1984	Jones DMJ	NAT	8140	0
West Auckland	7/14/1984	Patel A	NZP	1901	0
West Auckland	7/14/1984	Webber MG	SC	965	0
West Auckland	7/14/1984	Clews SI	I	52	0
West Auckland	7/14/1984	Te Hira N	MM	21	0
West Auckland	8/15/1987	Elder JA	LAB	9404	1
West Auckland	8/15/1987	Couch MBR	NAT	6560	0
West Auckland	8/15/1987	James GC	DEM	590	0
West Auckland	8/15/1987	Phillips GA	NZP	101	0
West Auckland	8/15/1987	Wahrlich RR	PP	59	0
West Coast	11/25/1972	Blanchfield P	LAB	8291	1
West Coast	11/25/1972	Dallas BM	I	4049	0
West Coast	11/25/1972	Bryerton JB	NAT	3583	0
West Coast	11/25/1972	Woodhall Mrs HM	SC	707	0
West Coast	11/25/1972	Woods CF	ND	32	0
West Coast	11/29/1975	Blanchfield P	LAB	9522	1
West Coast	11/29/1975	Dallas BM	NAT	7121	0
West Coast	11/29/1975	Pierson HR	SC	1019	0
West Coast	11/29/1975	Weston BR	V	698	0
West Coast	11/29/1975	Huston JD	IL	166	0
West Coast	11/25/1978	Burke TK	LAB	9167	1
West Coast	11/25/1978	Ferauson GKA	NAT	3520	0
West Coast	11/25/1978	Eadie DH	wc	3334	0
West Coast	11/25/1978	O'Connor ET	sc	3161	0
West Coast	11/25/1978	Plows Miss JM	V	209	0
West Coast	11/28/1981	Burke TK	LAB	9422	1
West Coast	11/28/1981	Truman DJ	NAT	5016	0
West Coast	11/28/1981	O'Connor ET	SC	4932	0
West Coast	7/14/1984	Burke TK	LAB	10062	1
West Coast	7/14/1984	Bateman JW	NAT	5769	0
West Coast	7/14/1984	Murphy WG	NZP	1976	0
West Coast	7/14/1984	Murcott KJ	SC	1788	0
West Coast	7/14/1984	Steward Mrs R	V	252	0
West Coast	8/15/1987	Burke TK	LAB	7486	1
West Coast	8/15/1987	Garwood GD	NAT	6006	0
West Coast	8/15/1987	Neame PG	I	3866	0
West Coast	8/15/1987	Newcombe Ms RD	DEM	978	0
West Coast	8/15/1987	Blackadder AM	NZP	312	0
West Coast	8/15/1987	Antunovich LM	I	180	0
Western Hutt	11/29/1969	May HLJ	LAB	8578	1
Western Hutt	11/29/1969	Ogier EE	NAT	7157	0
Western Hutt	11/29/1969	Kalaughter MJD	SC	861	0
Western Hutt	11/25/1972	May HLJ	LAB	8476	1
Western Hutt	11/25/1972	Watts JJ	NAT	6084	0
Western Hutt	11/25/1972	Lattimer KGJ	SC	687	0
Western Hutt	11/25/1972	King AA	V	664	0
Western Hutt	11/25/1972	Fitzgibbon JP	ND	87	0
Western Hutt	11/29/1975	Lambert BSG	NAT	8334	1
Western Hutt	11/29/1975	May HLJ	LAB	8225	0
Western Hutt	11/29/1975	Robertson ML	V	1216	0
Western Hutt	11/29/1975	Tibbies JC	SC	1194	0
Western Hutt	11/25/1978	Terris JJ	LAB	8268	1
Western Hutt	11/25/1978	Lambert BSG	NAT	8200	0
Western Hutt	11/25/1978	Demicol KA	SC	1645	0
Western Hutt	11/25/1978	McPherson DC	V	348	0
Western Hutt	11/25/1978	Gavriel VNL	M	139	0
Western Hutt	11/25/1978	Tree PJ	T	32	0
Western Hutt	11/28/1981	Terris JJ	LAB	9441	1
Western Hutt	11/28/1981	Tanner JW	NAT	8021	0
Western Hutt	11/28/1981	Woolloff N	SC	1926	0
Western Hutt	11/28/1981	McPherson DC	IN	69	0
Western Hutt	11/28/1981	Zandbergen BW	NF	30	0
Western Hutt	7/14/1984	Terris JJ	LAB	10555	1
Western Hutt	7/14/1984	Tanner JW	NAT	6207	0
Western Hutt	7/14/1984	Hale PJ	NZP	3557	0
Western Hutt	7/14/1984	Coad DR	SC	407	0
Western Hutt	8/15/1987	Terris JJ	LAB	11074	1
Western Hutt	8/15/1987	McLauclon Ms MJ	NAT	7526	0
Western Hutt	8/15/1987	Baird EJ	DEM	783	0
Western Hutt	8/15/1987	Heath SP	MS	153	0
Westland	11/27/1946	O'Brien J	LAB	9097	1
Westland	11/27/1946	Chivers EF	NAT	4381	0
Westland	12/3/1947	Kent JB	LAB	7427	1
Westland	12/3/1947	Lockington JF	NAT	5405	0
Westland	11/30/1949	Kent JB	LAB	8013	1
Westland	11/30/1949	O'Regan PJ	NAT	5269	0
Westland	11/30/1949	Mitchell RH	C	338	0
Westland	9/1/1951	Kent JB	LAB	7806	1
Westland	9/1/1951	Brown Mrs IC	NAT	5481	0
Westland	11/13/1954	Kent JB	LAB	8152	1
Westland	11/13/1954	Wallace M	NAT	4547	0
Westland	11/13/1954	Fraser IM	SC	925	0
Westland	11/13/1954	Mitchell RH	C	141	0
Westland	11/30/1957	Kent JB	LAB	9159	1
Westland	11/30/1957	Boustridge FF	NAT	4414	0
Westland	11/30/1957	Fraser IM	SC	790	0
Westland	11/30/1957	McEwen B	C	124	0
Westland	11/26/1960	Blanchfield P	LAB	8153	1
Westland	11/26/1960	Hogg DA	NAT	4309	0
Westland	11/26/1960	Fraser IM	SC	1175	0
Westland	11/26/1960	Mitchell RH	C	208	0
Westland	11/30/1963	Blanchfield P	LAB	8672	1
Westland	11/30/1963	Reynolds WA	NAT	3747	0
Westland	11/30/1963	Fraser IM	SC	1680	0
Westland	11/30/1963	Mitchell RH	C	165	0
Westland	11/26/1966	Blanchfield P	LAB	7621	1
Westland	11/26/1966	Ferguson GKA	NAT	3580	0
Westland	11/26/1966	Fraser IM	SC	2194	0
Westland	11/26/1966	Mitchell RH	C	138	0
Westland	11/29/1969	Blanchfield P	LAB	6449	1
Westland	11/29/1969	Dallas BM	I	4570	0
Westland	11/29/1969	Ferguson GKA	NAT	2458	0
Westland	11/29/1969	Fraser IM	SC	988	0
Whangarei	11/25/1972	Smith MR	LAB	8441	1
Whangarei	11/25/1972	Carr LG	NAT	7261	0
Whangarei	11/25/1972	Ryan Mrs GJ	SC	1582	0
Whangarei	11/25/1972	Still GA	LR	49	0
Whangarei	11/25/1972	Gaby BC	ND	30	0
Whangarei	11/29/1975	Elliott JG	NAT	10502	1
Whangarei	11/29/1975	Smith MR	LAB	7792	0
Whangarei	11/29/1975	Ryan Mrs GJ	SC	2133	0
Whangarei	11/29/1975	Crozier Mrs MR	V	805	0
Whangarei	11/25/1978	Elliott JG	NAT	8184	1
Whangarei	11/25/1978	Moyle CJ	LAB	7008	0
Whangarei	11/25/1978	Ryan Mrs GJ	SC	5485	0
Whangarei	11/25/1978	Haryey AL	V	335	0
Whangarei	11/25/1978	Lane GF	G	57	0
Whangarei	11/28/1981	Banks JA	NAT	8884	1
Whangarei	11/28/1981	Penney ME	LAB	7141	0
Whangarei	11/28/1981	Fraser WS	SC	6075	0
Whangarei	7/14/1984	Banks JA	NAT	9801	1
Whangarei	7/14/1984	Magner BC	LAB	7798	0
Whangarei	7/14/1984	Leitch CJ	SC	2553	0
Whangarei	7/14/1984	Kroon RGA	NZP	1809	0
Whangarei	7/14/1984	Maxwell HH	MM	45	0
Whangarei	8/15/1987	Banks JA	NAT	10718	1
Whangarei	8/15/1987	Tait Ms EE	LAB	7031	0
Whangarei	8/15/1987	Leitch CJ	DEM	1364	0
Wigram	11/29/1969	Connelly MA	LAB	9258	1
Wigram	11/29/1969	Dawson JR	NAT	6058	0
Wigram	11/29/1969	McConnell M	SC	1157	0
Wigram	11/25/1972	Connelly MA	LAB	10040	1
Wigram	11/25/1972	Cox DG	NAT	4785	0
Wigram	11/25/1972	Davey PN	SC	790	0
Wigram	11/25/1972	Lusher BC	V	318	0
Wigram	11/25/1972	Stevens FW	ND	69	0
Wigram	11/29/1975	Connelly MA	LAB	9617	1
Wigram	11/29/1975	Russell PN	NAT	7650	0
Wigram	11/29/1975	Timpson Ms KW	V	1124	0
Wigram	11/29/1975	Davey PN	SC	957	0
Yaldhurst	11/25/1978	Connelly MA	LAB	10816	1
Yaldhurst	11/25/1978	Watson DG	NAT	8548	0
Yaldhurst	11/25/1978	Davey PN	SC	1670	0
Yaldhurst	11/25/1978	Wilkinson Mrs PA	V	487	0
Yaldhurst	11/28/1981	Connelly MA	LAB	10975	1
Yaldhurst	11/28/1981	Murray Ms ME	NAT	9013	0
Yaldhurst	11/28/1981	Davey PN	SC	2106	0
Yaldhurst	11/28/1981	Wilkinson AL	V	117	0
Yaldhurst	11/28/1981	Bucknell GH	CzD	81	0
Yaldhurst	7/14/1984	Austin Mrs ME	LAB	11560	1
Yaldhurst	7/14/1984	Joseph H	NAT	8590	0
Yaldhurst	7/14/1984	Russell PN	NZP	2024	0
Yaldhurst	7/14/1984	Davey PN	SC	597	0
Yaldhurst	7/14/1984	Wilkinson AL	V	99	0
Yaldhurst	7/14/1984	Bucknell GH	CzD	76	0
Yaldhurst	8/15/1987	Austin Mrs ME	LAB	11684	1
Yaldhurst	8/15/1987	Bacon CJ	NAT	9142	0
Yaldhurst	8/15/1987	Davey PN	DEM	542	0
Yaldhurst	8/15/1987	Toy Ms SM	W	97	0
Eastern Maori	11/27/1946	Omana T	LAB	7321	1
Eastern Maori	11/27/1946	Ngata Sir Apirana	NAT	5804	0
Eastern Maori	11/30/1949	Omana T	LAB	8487	1
Eastern Maori	11/30/1949	Carroll AT	NAT	5276	0
Eastern Maori	9/1/1951	Omana T	LAB	8905	1
Eastern Maori	9/1/1951	Carroll AT	NAT	5199	0
Eastern Maori	11/13/1954	Omana T	LAB	7015	1
Eastern Maori	11/13/1954	Anaru KT	NAT	3921	0
Eastern Maori	11/13/1954	Paku WR	SC	614	0
Eastern Maori	11/30/1957	Omana T	LAB	6569	1
Eastern Maori	11/30/1957	Maxwell W	NAT	2372	0
Eastern Maori	11/30/1957	Reedy HT	SC	2021	0
Eastern Maori	11/26/1960	Omana T	LAB	5809	1
Eastern Maori	11/26/1960	Reedy HT	SC	2784	0
Eastern Maori	11/26/1960	Vercoe HR	NAT	2496	0
Eastern Maori	11/26/1960	Carter M	I MM	191	0
Eastern Maori	11/30/1963	Watene PT	LAB	6775	1
Eastern Maori	11/30/1963	Reedy HT	NAT	4209	0
Eastern Maori	11/30/1963	Smith RW	SC	741	0
Eastern Maori	11/30/1963	Raukopa BA	IK	230	0
Eastern Maori	11/30/1963	Baker PH	IM	157	0
Eastern Maori	11/30/1963	Rangi R	LIB	112	0
Eastern Maori	11/30/1963	Sadler MW	ISC	92	0
Eastern Maori	11/26/1966	Watene PT	LAB	6537	1
Eastern Maori	11/26/1966	Reedy HT	NAT	3416	0
Eastern Maori	11/26/1966	Paul CM	SC	1158	0
Eastern Maori	8/12/1967	Rewiti PB	LAB	4460	1
Eastern Maori	8/12/1967	Reedy HT	NAT	2416	0
Eastern Maori	8/12/1967	Paul CM	SC	1219	0
Eastern Maori	8/12/1967	Bennett DM	IM	671	0
