"ID","Name","Party","Date","Electorate","Incumbent","TermsServed","CabinetNow","CabinetEver","CabinetImportant","CabinetPM","Votes","Elected","ElectedList","ElectedElectorate","LastVotes","ListPosition","LastListPosition"
649,"Clark J","Social Credit","1961-06-10","Hurunui",0,0,0,0,0,0,1153,0,0,0,1180,0,0
732,"Dick AD","National","1962-03-10","Waitaki",0,0,0,0,0,0,6359,1,0,1,0,0,0
636,"Arthur Basil","Labour","1962-03-10","Waitaki",0,0,0,0,0,0,5957,0,0,0,5639,0,0
719,"Barwood AW","Social Credit","1962-03-10","Waitaki",0,0,0,0,0,0,1664,0,0,0,1358,0,0
628,"Rowling WE","Labour","1962-07-07","Buller",0,0,0,0,0,0,5242,1,0,1,6778,0,0
614,"King EW","National","1962-07-07","Buller",0,0,0,0,0,0,4846,0,0,0,4834,0,0
500,"Matthews PH","Social Credit","1962-07-07","Buller",0,0,0,0,0,0,1566,0,0,0,1984,0,0
636,"Arthur Basil","Labour","1962-07-21","Timaru",0,0,0,0,0,0,7578,1,0,1,5639,0,0
706,"Quigley DF","National","1962-07-21","Timaru",0,0,0,0,0,0,6271,0,0,0,4034,0,0
256,"Hayes MJ","Social Credit","1962-07-21","Timaru",0,0,0,0,0,0,572,0,0,0,948,0,0
733,"Rata M","Labour","1963-03-16","Northern Maori",0,0,0,0,0,0,3090,1,0,1,0,0,0
734,"Henare JCT","National","1963-03-16","Northern Maori",0,0,0,0,0,0,2643,0,0,0,0,0,0
735,"Pou EM","LU","1963-03-16","Northern Maori",0,0,0,0,0,0,562,0,0,0,0,0,0
672,"Clarke W","Social Credit","1963-03-16","Northern Maori",0,0,0,0,0,0,340,0,0,0,1437,0,0
736,"Hui TK","IL","1963-03-16","Northern Maori",0,0,0,0,0,0,268,0,0,0,0,0,0
737,"Cooper W","I","1963-03-16","Northern Maori",0,0,0,0,0,0,257,0,0,0,0,0,0
738,"Toka PH","LU","1963-03-16","Northern Maori",0,0,0,0,0,0,143,0,0,0,0,0,0
739,"Mokaraka HT","I","1963-03-16","Northern Maori",0,0,0,0,0,0,25,0,0,0,0,0,0
740,"Peita HK","K","1963-03-16","Northern Maori",0,0,0,0,0,0,22,0,0,0,0,0,0
310,"Tizard RJ","Labour","1963-03-16","Otahuhu",0,0,0,0,0,0,6108,1,0,1,7580,0,0
680,"Tucker TJL","National","1963-03-16","Otahuhu",0,0,0,0,0,0,3450,0,0,0,6473,0,0
682,"Hieatt SH","C","1963-03-16","Otahuhu",0,0,0,0,0,0,125,0,0,0,114,0,0
197,"Keeling RA","Labour","1963-05-18","Grey Lynn",0,0,0,0,0,0,4172,1,0,1,6993,0,0
606,"Presland RJ","National","1963-05-18","Grey Lynn",0,0,0,0,0,0,1791,0,0,0,5069,0,0
562,"Ross WA","Social Credit","1963-05-18","Grey Lynn",0,0,0,0,0,0,246,0,0,0,612,0,0
563,"Jackson GE","C","1963-05-18","Grey Lynn",0,0,0,0,0,0,128,0,0,0,361,0,0
4,"Gerard RG","National","1963-11-30","Ashburton",1,7,1,1,0,0,8986,1,0,1,8094,0,0
741,"Braddick AG","Labour","1963-11-30","Ashburton",0,0,0,0,0,0,5567,0,0,0,0,0,0
742,"Barwood AG","Social Credit","1963-11-30","Ashburton",0,0,0,0,0,0,1552,0,0,0,0,0,0
605,"Douglas NV","Labour","1963-11-30","Auckland Central",1,1,0,0,0,0,7727,1,0,1,6915,0,0
743,"Steven WJ","National","1963-11-30","Auckland Central",0,0,0,0,0,0,4500,0,0,0,0,0,0
744,"Rickard M","Social Credit","1963-11-30","Auckland Central",0,0,0,0,0,0,563,0,0,0,0,0,0
745,"Hannay DA","LIB","1963-11-30","Auckland Central",0,0,0,0,0,0,273,0,0,0,0,0,0
635,"Wolf RC","C","1963-11-30","Auckland Central",0,0,0,0,0,0,155,0,0,0,117,0,0
52,"Mathison J","Labour","1963-11-30","Avon",1,6,1,1,0,0,9095,1,0,1,8683,0,0
746,"Dodwell SL","National","1963-11-30","Avon",0,0,0,0,0,0,3978,0,0,0,0,0,0
747,"Parking H","Social Credit","1963-11-30","Avon",0,0,0,0,0,0,1544,0,0,0,0,0,0
748,"Blacklock R","C","1963-11-30","Avon",0,0,0,0,0,0,145,0,0,0,0,0,0
497,"Grieve GG","National","1963-11-30","Awarua",1,2,0,0,0,0,7869,1,0,1,7772,0,0
749,"Valentine LN","Labour","1963-11-30","Awarua",0,0,0,0,0,0,4496,0,0,0,0,0,0
611,"McNaughton D","Social Credit","1963-11-30","Awarua",0,0,0,0,0,0,1194,0,0,0,1117,0,0
750,"Egerton RJ","LIB","1963-11-30","Awarua",0,0,0,0,0,0,691,0,0,0,0,0,0
449,"Allen PB","National","1963-11-30","Bay of Plenty",1,3,0,0,0,0,7606,1,0,1,6920,0,0
612,"Riden PE","Labour","1963-11-30","Bay of Plenty",0,0,0,0,0,0,4581,0,0,0,4509,0,0
613,"Knox AE","Social Credit","1963-11-30","Bay of Plenty",0,0,0,0,0,0,1529,0,0,0,1334,0,0
628,"Rowling WE","Labour","1963-11-30","Buller",1,1,0,0,0,0,7338,1,0,1,5242,0,0
614,"King EW","National","1963-11-30","Buller",0,0,0,0,0,0,5667,0,0,0,4846,0,0
751,"Wells E","Social Credit","1963-11-30","Buller",0,0,0,0,0,0,1033,0,0,0,0,0,0
18,"MacFarlane RM","Labour","1963-11-30","Christchurch Central",1,8,0,0,0,0,7552,1,0,1,6786,0,0
752,"Patchett DJ","National","1963-11-30","Christchurch Central",0,0,0,0,0,0,5637,0,0,0,0,0,0
753,"Thomson LW","Social Credit","1963-11-30","Christchurch Central",0,0,0,0,0,0,1084,0,0,0,0,0,0
503,"Locke JC","C","1963-11-30","Christchurch Central",0,0,0,0,0,0,183,0,0,0,133,0,0
618,"Gordon JB","National","1963-11-30","Clutha",1,1,0,0,0,0,8470,1,0,1,8175,0,0
718,"McKay LJ","Labour","1963-11-30","Clutha",0,0,0,0,0,0,4875,0,0,0,6520,0,0
754,"Murphy CJ","Social Credit","1963-11-30","Clutha",0,0,0,0,0,0,1260,0,0,0,0,0,0
678,"MacDonell BP","Labour","1963-11-30","Dunedin Central",0,0,0,0,0,0,7639,1,0,1,2976,0,0
665,"Thorn GR","National","1963-11-30","Dunedin Central",0,0,0,0,0,0,6469,0,0,0,5389,0,0
351,"Aberdeen C","Social Credit","1963-11-30","Dunedin Central",0,0,0,0,0,0,1499,0,0,0,951,0,0
533,"Marston JL","C","1963-11-30","Dunedin Central",0,0,0,0,0,0,96,0,0,0,70,0,0
328,"McMillan EE","Labour","1963-11-30","Dunedin North",1,4,0,0,0,0,8566,1,0,1,7645,0,0
755,"Whittleston E","National","1963-11-30","Dunedin North",0,0,0,0,0,0,6042,0,0,0,0,0,0
623,"Goddard GW","Social Credit","1963-11-30","Dunedin North",0,0,0,0,0,0,1370,0,0,0,1265,0,0
624,"Hunter EW","C","1963-11-30","Dunedin North",0,0,0,0,0,0,116,0,0,0,73,0,0
756,"Watene PT","Labour","1963-11-30","Eastern Maori",0,0,0,0,0,0,6775,1,0,1,0,0,0
507,"Reedy HT","National","1963-11-30","Eastern Maori",0,0,0,0,0,0,4209,0,0,0,2784,0,0
757,"Smith RW","Social Credit","1963-11-30","Eastern Maori",0,0,0,0,0,0,741,0,0,0,0,0,0
758,"Raukopa BA","IK","1963-11-30","Eastern Maori",0,0,0,0,0,0,230,0,0,0,0,0,0
759,"Baker PH","IM","1963-11-30","Eastern Maori",0,0,0,0,0,0,157,0,0,0,0,0,0
760,"Rangi R","LIB","1963-11-30","Eastern Maori",0,0,0,0,0,0,112,0,0,0,0,0,0
761,"Sadler MW","ISC","1963-11-30","Eastern Maori",0,0,0,0,0,0,92,0,0,0,0,0,0
109,"Rae J","National","1963-11-30","Eden",1,6,1,1,0,0,8887,1,0,1,8632,0,0
762,"Knipe FB","Labour","1963-11-30","Eden",0,0,0,0,0,0,5552,0,0,0,0,0,0
509,"Grove AG","Social Credit","1963-11-30","Eden",0,0,0,0,0,0,632,0,0,0,556,0,0
763,"Rayner WW","LIB","1963-11-30","Eden",0,0,0,0,0,0,323,0,0,0,0,0,0
510,"Sheat WA","National","1963-11-30","Egmont",1,2,0,0,0,0,7102,1,0,1,7128,0,0
764,"Seddon JB","Labour","1963-11-30","Egmont",0,0,0,0,0,0,4055,0,0,0,0,0,0
360,"Smith WM","Social Credit","1963-11-30","Egmont",0,0,0,0,0,0,2144,0,0,0,2209,0,0
243,"Lake HR","National","1963-11-30","Fendalton",1,1,1,1,1,0,9329,1,0,1,9500,0,0
765,"Barclay BG","Labour","1963-11-30","Fendalton",0,0,0,0,0,0,6589,0,0,0,0,0,0
766,"Collins WJ","C","1963-11-30","Fendalton",0,0,0,0,0,0,145,0,0,0,0,0,0
417,"Allen AE","National","1963-11-30","Franklin",1,2,0,0,0,0,8690,1,0,1,9442,0,0
767,"Waishing R","Labour","1963-11-30","Franklin",0,0,0,0,0,0,2841,0,0,0,0,0,0
364,"Wheeler TA","Social Credit","1963-11-30","Franklin",0,0,0,0,0,0,1646,0,0,0,1219,0,0
631,"Tombleson EI","National","1963-11-30","Gisborne",1,1,0,0,0,0,8018,1,0,1,7284,0,0
117,"MacDonald R","Labour","1963-11-30","Gisborne",1,6,0,0,0,0,7116,0,0,0,9138,0,0
632,"Box AF","Social Credit","1963-11-30","Gisborne",0,0,0,0,0,0,695,0,0,0,994,0,0
117,"MacDonald RL","Labour","1963-11-30","Grey Lynn",1,6,0,0,0,0,9838,1,0,1,9138,0,0
720,"Firth JR","National","1963-11-30","Grey Lynn",0,0,0,0,0,0,4598,0,0,0,7992,0,0
562,"Ross WA","Social Credit","1963-11-30","Grey Lynn",0,0,0,0,0,0,885,0,0,0,246,0,0
563,"Jackson GE","C","1963-11-30","Grey Lynn",0,0,0,0,0,0,264,0,0,0,128,0,0
604,"Adams-Schneider LR","National","1963-11-30","Hamilton",1,2,0,0,0,0,8468,1,0,1,8222,0,0
768,"Cairns JM","Labour","1963-11-30","Hamilton",0,0,0,0,0,0,5826,0,0,0,0,0,0
637,"Bethune DRP","Social Credit","1963-11-30","Hamilton",0,0,0,0,0,0,917,0,0,0,1117,0,0
769,"Bunting NW","LIB","1963-11-30","Hamilton",0,0,0,0,0,0,424,0,0,0,0,0,0
638,"MacIntyre D","National","1963-11-30","Hastings",1,1,0,0,0,0,8719,1,0,1,7965,0,0
370,"Keating EJ","Labour","1963-11-30","Hastings",0,0,0,0,0,0,6775,0,0,0,7665,0,0
371,"Thew G","Social Credit","1963-11-30","Hastings",0,0,0,0,0,0,978,0,0,0,1302,0,0
372,"Kinsella AE","National","1963-11-30","Hauraki",1,3,1,1,0,0,7217,1,0,1,7401,0,0
770,"Broad GL","Labour","1963-11-30","Hauraki",0,0,0,0,0,0,4344,0,0,0,0,0,0
771,"Mackey RS","Social Credit","1963-11-30","Hauraki",0,0,0,0,0,0,1999,0,0,0,0,0,0
772,"Emeny C","LIB","1963-11-30","Hauraki",0,0,0,0,0,0,520,0,0,0,0,0,0
773,"Harrison JR","National","1963-11-30","Hawkes Bay",0,0,0,0,0,0,7714,1,0,1,0,0,0
640,"Woolf JG","Labour","1963-11-30","Hawkes Bay",0,0,0,0,0,0,4196,0,0,0,3826,0,0
641,"Bullock A","Social Credit","1963-11-30","Hawkes Bay",0,0,0,0,0,0,1273,0,0,0,1110,0,0
642,"Cheer RE","I","1963-11-30","Hawkes Bay",0,0,0,0,0,0,249,0,0,0,263,0,0
643,"Bailey RL","Labour","1963-11-30","Heretaunga",1,1,0,0,0,0,8186,1,0,1,8265,0,0
774,"Kimmins RO","National","1963-11-30","Heretaunga",0,0,0,0,0,0,6051,0,0,0,0,0,0
775,"Lonsich RC","Social Credit","1963-11-30","Heretaunga",0,0,0,0,0,0,1106,0,0,0,0,0,0
646,"Sloane LF","National","1963-11-30","Hobson",1,1,0,0,0,0,6207,1,0,1,6406,0,0
647,"Cracknell VF","Social Credit","1963-11-30","Hobson",0,0,0,0,0,0,6176,0,0,0,5005,0,0
776,"Srhoj M","Labour","1963-11-30","Hobson",0,0,0,0,0,0,1540,0,0,0,0,0,0
53,"Nash W","Labour","1963-11-30","Hutt",1,11,1,1,1,1,8865,1,0,1,7614,0,0
644,"Hampson-Tindale VE","National","1963-11-30","Hutt",0,0,0,0,0,0,5217,0,0,0,5689,0,0
523,"Milne DS","Social Credit","1963-11-30","Hutt",0,0,0,0,0,0,973,0,0,0,997,0,0
777,"Hunes R","C","1963-11-30","Hutt",0,0,0,0,0,0,70,0,0,0,0,0,0
57,"Hanan JR","National","1963-11-30","Invercargill",1,6,1,1,1,0,7879,1,0,1,8128,0,0
653,"Henderson OJ","Labour","1963-11-30","Invercargill",0,0,0,0,0,0,5945,0,0,0,6202,0,0
778,"Hutton-Potts RM","LIB","1963-11-30","Invercargill",0,0,0,0,0,0,1064,0,0,0,0,0,0
654,"Steele DL","Social Credit","1963-11-30","Invercargill",0,0,0,0,0,0,815,0,0,0,624,0,0
92,"Nordmeyer AH","Labour","1963-11-30","Island Bay",1,5,1,1,1,0,8372,1,0,1,7459,0,0
655,"Curry FF","National","1963-11-30","Island Bay",0,0,0,0,0,0,5984,0,0,0,5668,0,0
656,"Cameron JA","Social Credit","1963-11-30","Island Bay",0,0,0,0,0,0,711,0,0,0,748,0,0
657,"Smith RJ","C","1963-11-30","Island Bay",0,0,0,0,0,0,164,0,0,0,128,0,0
76,"Marshall JR","National","1963-11-30","Karori",1,6,1,1,0,0,10312,1,0,1,9841,0,0
779,"Spry SK","Labour","1963-11-30","Karori",0,0,0,0,0,0,6292,0,0,0,0,0,0
780,"Daniel BT","Social Credit","1963-11-30","Karori",0,0,0,0,0,0,677,0,0,0,0,0,0
381,"Kirk NE","Labour","1963-11-30","Lyttelton",1,2,0,0,0,0,9539,1,0,1,7910,0,0
616,"Flint TD","National","1963-11-30","Lyttelton",0,0,0,0,0,0,6862,0,0,0,4851,0,0
661,"Munnings C","Social Credit","1963-11-30","Lyttelton",0,0,0,0,0,0,1249,0,0,0,1040,0,0
232,"Tennent WB","National","1963-11-30","Manawatu",1,2,1,1,0,0,7404,1,0,1,7716,0,0
518,"Fischer LT","Labour","1963-11-30","Manawatu",0,0,0,0,0,0,4891,0,0,0,4596,0,0
529,"O'Brien JB","Social Credit","1963-11-30","Manawatu",0,0,0,0,0,0,1914,0,0,0,2068,0,0
781,"Moyle CJ","Labour","1963-11-30","Manukau",0,0,0,0,0,0,7768,1,0,1,0,0,0
782,"Pryor HC","National","1963-11-30","Manukau",0,0,0,0,0,0,7009,0,0,0,0,0,0
783,"Jordon FC","Social Credit","1963-11-30","Manukau",0,0,0,0,0,0,629,0,0,0,0,0,0
784,"Gough RB","C","1963-11-30","Manukau",0,0,0,0,0,0,173,0,0,0,0,0,0
696,"Amos PA","Labour","1963-11-30","Manurewa",0,0,0,0,0,0,8988,1,0,1,3571,0,0
7,"Gotz Leon","National","1963-11-30","Manurewa",1,5,0,0,0,0,7464,0,0,0,9723,0,0
530,"Higham TWG","Social Credit","1963-11-30","Manurewa",0,0,0,0,0,0,956,0,0,0,778,0,0
721,"McLeod HJ","C","1963-11-30","Manurewa",0,0,0,0,0,0,109,0,0,0,139,0,0
68,"Shand TP","National","1963-11-30","Marlborough",1,6,1,1,0,0,7663,1,0,1,7424,0,0
785,"Kenyon WG","Labour","1963-11-30","Marlborough",0,0,0,0,0,0,5552,0,0,0,0,0,0
397,"Kerr GR","Social Credit","1963-11-30","Marlborough",0,0,0,0,0,0,2033,0,0,0,1680,0,0
398,"McKay DM","National","1963-11-30","Marsden",1,3,0,0,0,0,8885,1,0,1,8704,0,0
786,"Lewis OJ","Labour","1963-11-30","Marsden",0,0,0,0,0,0,4943,0,0,0,0,0,0
787,"Rawson JG","Social Credit","1963-11-30","Marsden",0,0,0,0,0,0,2252,0,0,0,0,0,0
401,"Fox WA","Labour","1963-11-30","Miramar",1,3,1,1,0,0,8465,1,0,1,7186,0,0
788,"Young WL","National","1963-11-30","Miramar",0,0,0,0,0,0,8049,0,0,0,0,0,0
531,"Johnson G","Social Credit","1963-11-30","Miramar",0,0,0,0,0,0,662,0,0,0,893,0,0
30,"Freer WW","Labour","1963-11-30","Mt Albert",1,6,0,0,0,0,8618,1,0,1,7905,0,0
789,"Reid JL","National","1963-11-30","Mt Albert",0,0,0,0,0,0,5600,0,0,0,0,0,0
790,"Weal TK","Social Credit","1963-11-30","Mt Albert",0,0,0,0,0,0,1058,0,0,0,0,0,0
692,"Christie WE","LIB","1963-11-30","Mt Albert",0,0,0,0,0,0,478,0,0,0,101,0,0
407,"Edwards JG","Labour","1963-11-30","Napier",1,3,0,0,0,0,8438,1,0,1,8838,0,0
791,"Haskell DO","National","1963-11-30","Napier",0,0,0,0,0,0,7653,0,0,0,0,0,0
537,"Frampton AE","Social Credit","1963-11-30","Napier",0,0,0,0,0,0,638,0,0,0,874,0,0
301,"Whitehead SA","Labour","1963-11-30","Nelson",1,2,0,0,0,0,8590,1,0,1,8519,0,0
792,"Malone PH","National","1963-11-30","Nelson",0,0,0,0,0,0,5980,0,0,0,0,0,0
793,"Nicholls CB","Social Credit","1963-11-30","Nelson",0,0,0,0,0,0,1503,0,0,0,0,0,0
155,"Mason HGR","Labour","1963-11-30","New Lynn",1,12,1,1,1,0,8272,1,0,1,10680,0,0
794,"McLeod CA","National","1963-11-30","New Lynn",0,0,0,0,0,0,5220,0,0,0,0,0,0
667,"Monteith NR","Social Credit","1963-11-30","New Lynn",0,0,0,0,0,0,1292,0,0,0,690,0,0
795,"Foulds J","C","1963-11-30","New Lynn",0,0,0,0,0,0,165,0,0,0,0,0,0
85,"Aderman EP","National","1963-11-30","New Plymouth",1,7,0,0,0,0,8535,1,0,1,9063,0,0
540,"Barclay RM","Labour","1963-11-30","New Plymouth",0,0,0,0,0,0,8061,0,0,0,7370,0,0
223,"Eyre DJ","National","1963-11-30","North Shore",1,5,1,1,1,0,9301,1,0,1,8727,0,0
197,"Keeling RA","Labour","1963-11-30","North Shore",0,0,0,0,0,0,6544,0,0,0,6993,0,0
796,"Hill EE","Social Credit","1963-11-30","North Shore",0,0,0,0,0,0,755,0,0,0,0,0,0
797,"Pas ley JE","LIB","1963-11-30","North Shore",0,0,0,0,0,0,234,0,0,0,0,0,0
733,"Rata M","Labour","1963-11-30","Northern Maori",1,1,0,0,0,0,5965,1,0,1,3090,0,0
734,"Henare JCT","National","1963-11-30","Northern Maori",0,0,0,0,0,0,3842,0,0,0,2643,0,0
672,"Clarke W","Social Credit","1963-11-30","Northern Maori",0,0,0,0,0,0,374,0,0,0,340,0,0
798,"Birch B","I","1963-11-30","Northern Maori",0,0,0,0,0,0,40,0,0,0,0,0,0
242,"Watt H","Labour","1963-11-30","Onehunga",1,4,1,1,0,0,9567,1,0,1,8785,0,0
799,"Mason JP","National","1963-11-30","Onehunga",0,0,0,0,0,0,4440,0,0,0,0,0,0
674,"Leitch JC","Social Credit","1963-11-30","Onehunga",0,0,0,0,0,0,741,0,0,0,534,0,0
800,"Lauder WF","LIB","1963-11-30","Onehunga",0,0,0,0,0,0,274,0,0,0,0,0,0
682,"Hieatt SH","C","1963-11-30","Onehunga",0,0,0,0,0,0,132,0,0,0,114,0,0
420,"George JH","National","1963-11-30","Otago",1,3,0,0,0,0,8388,1,0,1,7320,0,0
801,"Rodger SJ","Labour","1963-11-30","Otago",0,0,0,0,0,0,5713,0,0,0,0,0,0
377,"McCready A","National","1963-11-30","Otaki",1,1,0,0,0,0,8950,1,0,1,8938,0,0
802,"McDonald GN","Labour","1963-11-30","Otaki",0,0,0,0,0,0,5936,0,0,0,0,0,0
803,"Nixon AJ","Social Credit","1963-11-30","Otaki",0,0,0,0,0,0,1634,0,0,0,0,0,0
804,"Liddell OP","LIB","1963-11-30","Otaki",0,0,0,0,0,0,378,0,0,0,0,0,0
105,"Holyoake KJ","National","1963-11-30","Pahiatua",1,7,1,1,1,1,9039,1,0,1,8111,0,0
805,"Hemmingsen EJ","Labour","1963-11-30","Pahiatua",0,0,0,0,0,0,3306,0,0,0,0,0,0
806,"Marks OR","Social Credit","1963-11-30","Pahiatua",0,0,0,0,0,0,1411,0,0,0,0,0,0
310,"Tizard RJ","Labour","1963-11-30","Pakuranga",0,0,0,0,0,0,8394,1,0,1,7580,0,0
807,"Neville-White RM","National","1963-11-30","Pakuranga",0,0,0,0,0,0,6379,0,0,0,0,0,0
808,"Wreaks TR","Social Credit","1963-11-30","Pakuranga",0,0,0,0,0,0,690,0,0,0,0,0,0
809,"Smith LR","C","1963-11-30","Pakuranga",0,0,0,0,0,0,104,0,0,0,0,0,0
555,"Brown WH","National","1963-11-30","Palmerston North",1,1,0,0,0,0,8047,1,0,1,7401,0,0
429,"Skoglund POS","Labour","1963-11-30","Palmerston North",0,0,1,1,0,0,7275,0,0,0,7268,0,0
704,"Greenwood TA","Social Credit","1963-11-30","Palmerston North",0,0,0,0,0,0,815,0,0,0,1169,0,0
810,"Pedley RJ","LIB","1963-11-30","Palmerston North",0,0,0,0,0,0,165,0,0,0,0,0,0
811,"Allison GA","C","1963-11-30","Palmerston North",0,0,0,0,0,0,58,0,0,0,0,0,0
113,"Moohan M","Labour","1963-11-30","Petone",1,6,1,1,0,0,8875,1,0,1,8738,0,0
812,"Love PM","National","1963-11-30","Petone",0,0,0,0,0,0,6427,0,0,0,0,0,0
813,"Foulger TF","Social Credit","1963-11-30","Petone",0,0,0,0,0,0,688,0,0,0,0,0,0
814,"Stancliff CG","I","1963-11-30","Petone",0,0,0,0,0,0,175,0,0,0,0,0,0
147,"Sim GF","National","1963-11-30","Piako",1,7,0,0,0,0,8105,1,0,1,7403,0,0
815,"Shewan NRD","Labour","1963-11-30","Piako",0,0,0,0,0,0,2579,0,0,0,0,0,0
690,"Barrowclough ME","Social Credit","1963-11-30","Piako",0,0,0,0,0,0,1282,0,0,0,1555,0,0
816,"Annals RB","LIB","1963-11-30","Piako",0,0,0,0,0,0,520,0,0,0,0,0,0
329,"May HLJ","Labour","1963-11-30","Porirua",1,4,0,0,0,0,8096,1,0,1,8670,0,0
817,"Miller JW","National","1963-11-30","Porirua",0,0,0,0,0,0,4935,0,0,0,0,0,0
818,"Hart DT","Social Credit","1963-11-30","Porirua",0,0,0,0,0,0,767,0,0,0,0,0,0
819,"Heptingall TJ","C","1963-11-30","Porirua",0,0,0,0,0,0,159,0,0,0,0,0,0
564,"Carter DJ","National","1963-11-30","Raglan",1,2,0,0,0,0,7251,1,0,1,6919,0,0
689,"Uttinger HJ","Labour","1963-11-30","Raglan",0,0,0,0,0,0,5401,0,0,0,3124,0,0
820,"Devcich JV","Social Credit","1963-11-30","Raglan",0,0,0,0,0,0,1038,0,0,0,0,0,0
821,"Jones UVL","LIB","1963-11-30","Raglan",0,0,0,0,0,0,332,0,0,0,0,0,0
822,"Crook HW","C","1963-11-30","Raglan",0,0,0,0,0,0,114,0,0,0,0,0,0
608,"Pickering HEL","National","1963-11-30","Rangiora",0,0,0,0,0,0,7556,1,0,1,4467,0,0
823,"Tirikatene TWH","Labour","1963-11-30","Rangiora",0,0,0,0,0,0,6131,0,0,0,0,0,0
649,"Clark J","Social Credit","1963-11-30","Rangiora",0,0,0,0,0,0,1040,0,0,0,1180,0,0
438,"Shelton NL","National","1963-11-30","Rangitikei",1,3,1,1,1,0,7898,1,0,1,7701,0,0
824,"Wiseman RJ","Labour","1963-11-30","Rangitikei",0,0,0,0,0,0,3591,0,0,0,0,0,0
567,"Needham FM","Social Credit","1963-11-30","Rangitikei",0,0,0,0,0,0,1867,0,0,0,1894,0,0
123,"Algie RM","National","1963-11-30","Remuera",1,7,0,1,0,0,10772,1,0,1,10212,0,0
825,"Goodall FN","Labour","1963-11-30","Remuera",0,0,0,0,0,0,3771,0,0,0,0,0,0
826,"Clark MM","Social Credit","1963-11-30","Remuera",0,0,0,0,0,0,672,0,0,0,0,0,0
827,"Addison OA","LIB","1963-11-30","Remuera",0,0,0,0,0,0,602,0,0,0,0,0,0
332,"Connelly MA","Labour","1963-11-30","Riccarton",1,2,0,0,0,0,8670,1,0,1,8342,0,0
828,"Wilson IGB","National","1963-11-30","Riccarton",0,0,0,0,0,0,6120,0,0,0,0,0,0
496,"Cullen CE","Social Credit","1963-11-30","Riccarton",0,0,0,0,0,0,1101,0,0,0,1019,0,0
443,"Scott WJ","National","1963-11-30","Rodney",1,3,0,0,0,0,8065,1,0,1,7728,0,0
829,"Pickett CM","Labour","1963-11-30","Rodney",0,0,0,0,0,0,3745,0,0,0,0,0,0
830,"McConachy NC","Social Credit","1963-11-30","Rodney",0,0,0,0,0,0,2855,0,0,0,0,0,0
285,"Faulkner AJ","Labour","1963-11-30","Roskill",1,2,0,0,0,0,9207,1,0,1,8141,0,0
680,"Tucker TJL","National","1963-11-30","Roskill",0,0,0,0,0,0,5991,0,0,0,6473,0,0
831,"Howie RWH","Social Credit","1963-11-30","Roskill",0,0,0,0,0,0,749,0,0,0,0,0,0
832,"Rose L","LIB","1963-11-30","Roskill",0,0,0,0,0,0,273,0,0,0,0,0,0
652,"Hegman RG","C","1963-11-30","Roskill",0,0,0,0,0,0,137,0,0,0,40,0,0
698,"Lapwood HR","National","1963-11-30","Rotorua",1,1,0,0,0,0,7623,1,0,1,7831,0,0
833,"Cranston JP","Labour","1963-11-30","Rotorua",0,0,0,0,0,0,5406,0,0,0,0,0,0
834,"Lamason EJ","Social Credit","1963-11-30","Rotorua",0,0,0,0,0,0,1485,0,0,0,0,0,0
131,"McAlpine JK","National","1963-11-30","Selwyn",1,6,1,1,0,0,8164,1,0,1,8096,0,0
835,"Smith FE","Labour","1963-11-30","Selwyn",0,0,0,0,0,0,4793,0,0,0,0,0,0
338,"Morton RH","Social Credit","1963-11-30","Selwyn",0,0,0,0,0,0,942,0,0,0,1042,0,0
836,"May EL","LIB","1963-11-30","Selwyn",0,0,0,0,0,0,572,0,0,0,0,0,0
133,"Tirikatene Eruera","Labour","1963-11-30","Southern Maori",1,10,1,1,0,0,6065,1,0,1,5132,0,0
837,"Couch MBW","National","1963-11-30","Southern Maori",0,0,0,0,0,0,1087,0,0,0,0,0,0
838,"Bristow R","YM","1963-11-30","Southern Maori",0,0,0,0,0,0,387,0,0,0,0,0,0
702,"Niania ME","Social Credit","1963-11-30","Southern Maori",0,0,0,0,0,0,299,0,0,0,474,0,0
703,"Walker HJ","National","1963-11-30","St Albans",1,1,0,0,0,0,9228,1,0,1,7809,0,0
700,"Palmer J","Labour","1963-11-30","St Albans",0,0,0,0,0,0,6727,0,0,0,5257,0,0
839,"Flint CG Miss","Social Credit","1963-11-30","St Albans",0,0,0,0,0,0,718,0,0,0,0,0,0
581,"Fraser WA","Labour","1963-11-30","St Kilda",1,2,0,0,0,0,9152,1,0,1,7662,0,0
840,"Marlow KJ","National","1963-11-30","St Kilda",0,0,0,0,0,0,6555,0,0,0,0,0,0
619,"Lumsden AJ","Social Credit","1963-11-30","St Kilda",0,0,0,0,0,0,1301,0,0,0,1166,0,0
841,"Thomson DS","National","1963-11-30","Stratford",0,0,0,0,0,0,8050,1,0,1,0,0,0
842,"McLafferty J","Labour","1963-11-30","Stratford",0,0,0,0,0,0,3460,0,0,0,0,0,0
459,"Tuffery LB","Social Credit","1963-11-30","Stratford",0,0,0,0,0,0,1781,0,0,0,1936,0,0
139,"Howard MB","Labour","1963-11-30","Sydenham",1,8,1,1,0,0,9745,1,0,1,8827,0,0
706,"Quigley DF","National","1963-11-30","Sydenham",0,0,0,0,0,0,4346,0,0,0,4034,0,0
707,"Pounsford JE","Social Credit","1963-11-30","Sydenham",0,0,0,0,0,0,1730,0,0,0,1225,0,0
405,"Muldoon RD","National","1963-11-30","Tamaki",1,1,0,0,0,0,9645,1,0,1,8728,0,0
